Photometry,Sector,RV group,Likelihood,Log S0,Log Q,Log w0,Offset,Inc - S0,Inc + S0,Inc - Q,Inc + Q,Inc - w0,Inc + w0,Inc - Offset,Inc + Offset,RMS
TESS_20_0,All,542.5601658,-497.84650685250347,2.0361935867014602,3.9037506960022874,5.7540484438744866,-64.8637164754403,0.49917450369918903,0.5270304686906297,1.0192913539031307,1.3937700082288345,0.030789368303565823,0.030073284728219463,16.357329768221348,16.67834551742324,62.6957186791809
TESS_20_0,All,544.55239425,-23.55443060597107,-11.732180826306678,-1.6244661901995983,5.963093095296436,-181.58273821245692,12.441338710383807,13.548205610615774,5.906335793778003,7.385826491216173,0.6623128507495064,0.6941978072111157,68.10113599126927,68.14485540114508,64.26276828806877
TESS_20_0,All,545.520343,-25.54069808002513,-11.053283819855672,-1.334306348111773,5.981102397408037,175.01658023028563,12.892613851833744,13.564867495550057,6.062062215305098,7.27830418491657,0.6706246966004041,0.6864074862490455,64.28052075772878,64.1731173662626,137.77653372527712
TESS_20_0,All,546.5361439859155,-424.31599756745175,2.9278424236672365,3.1769899358948352,5.708155870489243,-98.39573779407235,0.47815726243358014,0.5291381871735741,0.937921227102982,1.355382527177004,0.04497589799394763,0.04360578314949848,26.379056663255653,27.449723830650782,53.664371362506444
TESS_20_0,All,780.7150648285715,-197.31480785228922,1.3282918052135588,4.5719916532387685,5.671337592921175,-62.37793523293735,1.081597040009187,0.9639575805370939,1.3991015165649228,1.7518299854611907,0.032906550325723316,0.027897001651787434,18.332986739850668,17.59437504060822,39.849207345689244
TESS_20_0,All,799.7134983384615,-372.1573402403154,2.3802793726882054,4.210307207205057,5.572277237703506,-68.27328819382652,0.5491108581167841,0.5729655284253834,1.070482230783322,1.4261039791468182,0.03411292713057268,0.03340810580440223,18.187448529388035,18.762052756382495,49.09303060251853
TESS_20_0,All,829.6662701111111,-438.57468600395856,3.021051719458879,3.3688002592254107,5.689065473190979,-200.46422429016422,0.4413253959925645,0.47405011132138286,0.8194136139598496,1.2538117249813419,0.02570953346344318,0.025059490299087273,24.992574424195368,24.882718533015208,63.37650298108635
TESS_20_0,All,847.6413810000001,-296.555362379814,2.643704406518765,2.8029963052339397,5.577788331061717,-30.794805042539693,0.630591242502724,0.8068217558855801,1.1197033774684162,1.4259964924508335,0.08157836147587005,0.0716163954482596,25.60718741222508,26.833169910845378,60.39113576253275
TESS_20_0,All,853.6306160125001,-463.6326086618117,2.6497954635658383,3.8306203413021134,5.676866232811072,-199.92938184059244,0.4065544195008739,0.44834865858789286,0.9702759131327809,1.3695542225869257,0.03075002004757721,0.029192261179792567,20.27596153383371,20.0805031180804,49.21964513161667
TESS_20_0,All,878.6129950333332,-179.65702628862073,3.8242521369505074,1.7319981128133441,5.557427068735417,-112.69098412821722,0.6443387549778281,0.8204657667207993,0.919525979634718,1.2821649773711299,0.11511113862458355,0.10883038801844247,46.21722160450025,42.21462900406358,31.559759649688505
TESS_20_0,All,913.5408063114754,-348.3533805985704,1.8609829927345753,4.356098684129673,5.679467648226526,-84.440304876901,0.5336037161382379,0.535896653820481,1.0474159223442916,1.4102959310718743,0.021614352773744017,0.021243664303264076,14.625382440457258,14.734587881704812,41.26244038947649
TESS_20_0,All,1131.739199111111,-159.27345930576084,1.885780840373545,4.342272402405481,5.496852654398314,-32.22952140384192,1.4109352191536666,1.234810010418216,1.6030893658993381,2.0549115135577685,0.04439644889067118,0.048637047122284116,26.164790354363625,26.751195488435783,53.35211996608937
TESS_20_0,All,1131.858050037037,-183.0246467846591,-1.458826794111932,7.2309570578735745,5.79054986145133,12.945483568655177,2.1199470868582573,1.997045479382573,2.2121032646034813,1.8911674062978587,0.016746857912796287,0.01567250512631091,13.07296625719475,13.048107751586944,53.57703056506152
TESS_20_0,All,1170.7020385272729,-316.9162098854851,2.4159134113031886,2.992494524020106,5.617782955267588,18.147703047344947,0.5805192458573663,0.6643841224811933,0.9875425618186666,1.377550736032326,0.0544842476046945,0.05032512699549763,23.24261322453638,23.113593842401542,46.222667987690336
TESS_20_0,All,1519.79665805,-362.7645144905832,2.9307288508896328,3.0179809108934106,5.765603930800461,36.70833024344975,0.47711713799061517,0.5383028241487238,0.9479081623148291,1.3580759875519797,0.04823515900478448,0.048431191572320564,23.798854288359035,23.83624896811881,59.65433559246738
TESS_20_0,All,1565.6765479538462,-374.55895855520595,1.6177062604086738,2.435096953539828,5.776516721302308,114.40320312509058,0.5912025186621994,0.6635057839892515,1.0453090934086686,1.4324483828035812,0.08721224152929352,0.09296067682565656,14.41063955350468,14.565041499064392,46.10009241632183
TESS_20_0,All,1567.7160876666667,-380.6438383798465,2.885090237090517,2.5396255833910595,5.5554221933099805,187.3960443854382,0.5121809527772148,0.5838076656768716,0.8778678003350309,1.2802712216944432,0.06041191240769095,0.05733670862489859,23.24604363765502,24.193361410865776,45.13001167232408
TESS_20_0,All,1597.626749333333,-388.9215699654555,2.071385980037104,3.5768014151627128,5.702590522254081,81.60419121789383,0.5415677674047141,0.58258913732675,0.9919653565973574,1.3786590079067507,0.037938561800153536,0.03411773757995551,16.47394759922841,17.300859362863847,53.20090639488111
