Photometry,Sector,RV group,Likelihood,Log S0,Log Q,Log w0,Offset,Inc - S0,Inc + S0,Inc - Q,Inc + Q,Inc - w0,Inc + w0,Inc - Offset,Inc + Offset,RMS
TESS_19,All,544.4,-970.8821725983163,2.5474677060014628,2.945375539765687,5.730163017399149,-79.12052450149223,0.32923845488115466,0.3521776549599327,0.5337460808095296,0.6237109749006122,0.026763421726456293,0.026331409978006093,14.894366242918423,15.046987043610102,58.020452941472115
TESS_19,All,780.71,-196.8884207026884,1.323890821390968,4.567621236803563,5.670931616432549,-62.48570385652761,1.061096777897736,0.9769554447704814,1.3830095135983758,1.7510213285245912,0.03283944313812537,0.02824157403153471,18.646498690599273,17.3359164383304,38.75704283030948
TESS_19,All,799.71,-371.2439905216397,2.3781930631641757,4.186684817183025,5.572380727371889,-67.75925731256979,0.5461052430962177,0.5746507196142039,1.0449475685859446,1.4016646542325208,0.034554693675231896,0.03343584276017708,18.31893579076214,18.587669954320333,45.15789046170063
TESS_19,All,829.66,-439.611293292745,3.0176347129853256,3.3771431248308463,5.689360403860944,-200.15270723582046,0.43296091399476255,0.47402659484715626,0.8255394134708971,1.261041929591686,0.025387700572926164,0.025061228551429338,24.907282386287818,24.701671685686875,69.04714898289474
TESS_19,All,851.32,-775.898987881093,3.514946216399787,2.560184834193784,5.630898498289339,-133.0420177347681,0.33813206769076487,0.3764011125602309,0.6488453461295822,0.8098004823470863,0.0418533474556293,0.03910686906261418,22.346650281220974,23.342251366831448,54.05991883774058
TESS_19,All,913.54,-350.5563348062475,1.8609372635973345,4.33968822464716,5.679587946836785,-84.38653997660663,0.5303858489552602,0.5381028078384311,1.0320234520146618,1.4236069273464969,0.02103283841381476,0.021323208326228027,14.563757009688658,14.452201436446401,45.13187758185205
TESS_19,All,1131.79,-317.42320386098703,3.1410149916687846,2.652601525958832,5.640773506093343,3.3022590869615875,0.4277932906323825,0.4787316639611179,0.7666568749189668,1.136028289881574,0.04261848616452557,0.06633343473795339,27.46104930835184,27.88020391099503,37.22290505295554
TESS_19,All,1170.7,-316.32478268528547,2.417673977121962,2.994869143737614,5.617502567471281,18.18191425657045,0.5772123984329267,0.6581882116438513,0.9900305011685617,1.3647875438510062,0.053333165198653276,0.05037219166073292,23.356187467178053,23.12272408970675,43.73870646003223
TESS_19,All,1519.79,-364.24030922026236,2.9396074994116894,3.0143138348267478,5.765088578792774,36.113893278243054,0.47802471078569875,0.5343860547990662,0.9492964505456021,1.3533885391537606,0.047845272348214785,0.048604023145614406,23.86845874628994,24.03747173731223,51.753311035480785
TESS_19,All,1566.7,-762.0870273612557,2.831173993818851,1.9630173673041125,5.599527882001581,149.37675964325854,0.36897689758679775,0.40993540600336864,0.581084438199144,0.7472072470951241,0.05418552260056053,0.05314873936030029,15.803773597771851,16.045066350706065,48.517813157653265
