Photometry,Sector,Frequency,PSD
TESS_20_0,Sector1,0.0,0.0
TESS_20_0,Sector1,0.08658008658010567,85125.76962743323
TESS_20_0,Sector1,0.17316017316021134,276468.712237751
TESS_20_0,Sector1,0.259740259740317,172936.40209149156
TESS_20_0,Sector1,0.3463203463204227,469314.8971469674
TESS_20_0,Sector1,0.4329004329005284,464670.01051899215
TESS_20_0,Sector1,0.519480519480634,43360.00133132615
TESS_20_0,Sector1,0.6060606060607397,68854.2882822738
TESS_20_0,Sector1,0.6926406926408454,11396.722356151424
TESS_20_0,Sector1,0.779220779220951,233320.5604662032
TESS_20_0,Sector1,0.8658008658010568,51024.770747840455
TESS_20_0,Sector1,0.9523809523811624,5631.601134524837
TESS_20_0,Sector1,1.038961038961268,405920.64341755636
TESS_20_0,Sector1,1.1255411255413736,105185.44343901773
TESS_20_0,Sector1,1.2121212121214795,21676.360768582817
TESS_20_0,Sector1,1.2987012987015851,15399.191665621367
TESS_20_0,Sector1,1.3852813852816908,34979.56005810774
TESS_20_0,Sector1,1.4718614718617964,30420.19106900646
TESS_20_0,Sector2,0.0,2.734070534279236e-27
TESS_20_0,Sector2,0.07770007770009484,70407.03844015012
TESS_20_0,Sector2,0.15540015540018967,55605.2295052549
TESS_20_0,Sector2,0.2331002331002845,624252.7905065991
TESS_20_0,Sector2,0.31080031080037934,133864.3009109131
TESS_20_0,Sector2,0.3885003885004742,339152.5278691124
TESS_20_0,Sector2,0.466200466200569,88914.69641033756
TESS_20_0,Sector2,0.5439005439006639,274075.8848285144
TESS_20_0,Sector2,0.6216006216007587,66389.30995552147
TESS_20_0,Sector2,0.6993006993008535,181217.54196340352
TESS_20_0,Sector2,0.7770007770009484,40868.89909707807
TESS_20_0,Sector2,0.8547008547010432,51406.34966061964
TESS_20_0,Sector2,0.932400932401138,34538.66227810263
TESS_20_0,Sector2,1.0101010101012329,66707.63256726452
TESS_20_0,Sector2,1.0878010878013278,58974.72161115851
TESS_20_0,Sector2,1.1655011655014225,73804.97613414921
TESS_20_0,Sector2,1.2432012432015174,118090.29924203178
TESS_20_0,Sector2,1.3209013209016123,110423.65774728487
TESS_20_0,Sector2,1.398601398601707,40796.00332671905
TESS_20_0,Sector2,1.4763014763018019,14126.454676882648
TESS_20_1,Sector1,0.0,1.2111008794379218e-26
TESS_20_1,Sector1,0.08190008190009995,56392.30967314981
TESS_20_1,Sector1,0.1638001638001999,893895.4242702732
TESS_20_1,Sector1,0.24570024570029986,501284.8319915785
TESS_20_1,Sector1,0.3276003276003998,121414.85702167285
TESS_20_1,Sector1,0.40950040950049976,73193.8507697709
TESS_20_1,Sector1,0.4914004914005997,183975.63748650026
TESS_20_1,Sector1,0.5733005733006997,398968.36948918784
TESS_20_1,Sector1,0.6552006552007996,32027.835494361723
TESS_20_1,Sector1,0.7371007371008995,127090.55860655256
TESS_20_1,Sector1,0.8190008190009995,83132.42951409271
TESS_20_1,Sector1,0.9009009009010995,83744.45386576327
TESS_20_1,Sector1,0.9828009828011994,19212.835719271683
TESS_20_1,Sector1,1.0647010647012993,205578.5611069019
TESS_20_1,Sector1,1.1466011466013994,20813.433856673484
TESS_20_1,Sector1,1.2285012285014993,54272.31548566429
TESS_20_1,Sector1,1.3104013104015992,61224.980554839174
TESS_20_1,Sector1,1.3923013923016991,1650.7793498196272
TESS_20_1,Sector1,1.474201474201799,140021.4819828634
TESS_20_1,Sector2,0.0,7.377556814660511e-27
TESS_20_1,Sector2,0.08190008190009995,77517.63959027566
TESS_20_1,Sector2,0.1638001638001999,1942432.246030444
TESS_20_1,Sector2,0.24570024570029986,2031993.4206839162
TESS_20_1,Sector2,0.3276003276003998,867960.43644875
TESS_20_1,Sector2,0.40950040950049976,1008460.4130192734
TESS_20_1,Sector2,0.4914004914005997,81867.92740045956
TESS_20_1,Sector2,0.5733005733006997,345872.06200304674
TESS_20_1,Sector2,0.6552006552007996,47787.457651722536
TESS_20_1,Sector2,0.7371007371008995,60590.80973884853
TESS_20_1,Sector2,0.8190008190009995,183341.64399722483
TESS_20_1,Sector2,0.9009009009010995,67336.05113497298
TESS_20_1,Sector2,0.9828009828011994,148063.3897262975
TESS_20_1,Sector2,1.0647010647012993,261224.5225183669
TESS_20_1,Sector2,1.1466011466013994,70171.99320688158
TESS_20_1,Sector2,1.2285012285014993,134862.6976324904
TESS_20_1,Sector2,1.3104013104015992,79329.90668491469
TESS_20_1,Sector2,1.3923013923016991,10524.80568637121
TESS_20_1,Sector2,1.474201474201799,106073.11713049549
TESS_21,Sector1,0.0,4.739055592750675e-28
TESS_21,Sector1,0.08417508417510274,154553.43122193348
TESS_21,Sector1,0.16835016835020547,150638.137975209
TESS_21,Sector1,0.2525252525253082,114930.28320771264
TESS_21,Sector1,0.33670033670041094,95595.83162452138
TESS_21,Sector1,0.42087542087551366,32744.847915088074
TESS_21,Sector1,0.5050505050506164,83236.70667713841
TESS_21,Sector1,0.5892255892257191,26675.913568321634
TESS_21,Sector1,0.6734006734008219,9086.42371935226
TESS_21,Sector1,0.7575757575759247,3246.369533724651
TESS_21,Sector1,0.8417508417510273,93986.75355848244
TESS_21,Sector1,0.9259259259261301,3244.0144721218253
TESS_21,Sector1,1.0101010101012329,3254.939131905018
TESS_21,Sector1,1.0942760942763357,23842.12401798637
TESS_21,Sector1,1.1784511784514382,19529.044029772143
TESS_21,Sector1,1.262626262626541,13876.85809740475
TESS_21,Sector1,1.3468013468016438,2696.582274740501
TESS_21,Sector1,1.4309764309767465,74361.87262792855
TESS_21,Sector1,1.5151515151518493,22320.247930124926
TESS_21,Sector2,0.0,4.874457181114981e-28
TESS_21,Sector2,0.08658008658010567,553916.1805540774
TESS_21,Sector2,0.17316017316021134,1469345.29932167
TESS_21,Sector2,0.259740259740317,28738.851798884436
TESS_21,Sector2,0.3463203463204227,95874.76466771303
TESS_21,Sector2,0.4329004329005284,389344.0532350994
TESS_21,Sector2,0.519480519480634,842.2705691624226
TESS_21,Sector2,0.6060606060607397,96227.15904997652
TESS_21,Sector2,0.6926406926408454,24417.52548622058
TESS_21,Sector2,0.779220779220951,192278.4605813205
TESS_21,Sector2,0.8658008658010568,52859.33664449815
TESS_21,Sector2,0.9523809523811624,23118.654861509818
TESS_21,Sector2,1.038961038961268,73526.56403477487
TESS_21,Sector2,1.1255411255413736,46679.81780836459
TESS_21,Sector2,1.2121212121214795,51795.515497594155
TESS_21,Sector2,1.2987012987015851,37203.56176096167
TESS_21,Sector2,1.3852813852816908,79107.04490504222
TESS_21,Sector2,1.4718614718617964,6695.457867396575
TESS_ALL,All,0.0,1.2246382165462184e-45
TESS_ALL,All,0.006966213862767123,1.618311403440555e-14
TESS_ALL,All,0.013932427725534246,1.0701492358467328e-14
TESS_ALL,All,0.02089864158830137,5.174626352628014e-15
TESS_ALL,All,0.027864855451068492,4.825060143090227e-15
TESS_ALL,All,0.034831069313835616,2.4747962599548563e-14
TESS_ALL,All,0.04179728317660274,4.1932084663097186e-14
TESS_ALL,All,0.048763497039369864,1.0020963749993755e-14
TESS_ALL,All,0.055729710902136985,1.6949470453080756e-14
TESS_ALL,All,0.06269592476490411,5.4920607246902014e-14
TESS_ALL,All,0.06966213862767123,3.4613127371112025e-15
TESS_ALL,All,0.07662835249043835,4.222986473149391e-13
TESS_ALL,All,0.08359456635320547,2.8054491447676683e-13
TESS_ALL,All,0.0905607802159726,3.032029228712454e-14
TESS_ALL,All,0.09752699407873973,4.626033910326215e-13
TESS_ALL,All,0.10449320794150685,2.8229838939906567e-13
TESS_ALL,All,0.11145942180427397,2.3658154510554644e-13
TESS_ALL,All,0.11842563566704109,4.5064665975386987e-13
TESS_ALL,All,0.12539184952980822,3.052076757083445e-13
TESS_ALL,All,0.13235806339257533,1.1144693118961799e-13
TESS_ALL,All,0.13932427725534247,1.2868483417022677e-12
TESS_ALL,All,0.14629049111810957,3.773347546744092e-14
TESS_ALL,All,0.1532567049808767,6.586806087400657e-13
TESS_ALL,All,0.16022291884364384,3.822132920572131e-13
TESS_ALL,All,0.16718913270641095,2.484745383247618e-13
TESS_ALL,All,0.17415534656917808,4.528104163649008e-13
TESS_ALL,All,0.1811215604319452,9.199739779304879e-13
TESS_ALL,All,0.18808777429471232,4.4307850287809955e-14
TESS_ALL,All,0.19505398815747946,2.5524913849971067e-12
TESS_ALL,All,0.20202020202024656,1.2462264256443055e-13
TESS_ALL,All,0.2089864158830137,6.74823149931482e-13
TESS_ALL,All,0.2159526297457808,9.534066847247913e-13
TESS_ALL,All,0.22291884360854794,3.9716473476529975e-13
TESS_ALL,All,0.22988505747131507,3.1062175065235646e-13
TESS_ALL,All,0.23685127133408218,5.638755591967915e-13
TESS_ALL,All,0.24381748519684932,2.6215552971590365e-13
TESS_ALL,All,0.25078369905961645,2.1247786229681667e-13
TESS_ALL,All,0.25774991292238353,1.1133007102052154e-13
TESS_ALL,All,0.26471612678515066,6.000774308766493e-13
TESS_ALL,All,0.2716823406479178,2.361755607894476e-13
TESS_ALL,All,0.27864855451068493,6.466576905815152e-14
TESS_ALL,All,0.28561476837345207,3.3825185195961577e-14
TESS_ALL,All,0.29258098223621914,4.3929410875825985e-13
TESS_ALL,All,0.2995471960989863,8.400555998488235e-13
TESS_ALL,All,0.3065134099617534,5.298962045483946e-13
TESS_ALL,All,0.31347962382452055,3.308917234281991e-13
TESS_ALL,All,0.3204458376872877,4.0041861773892037e-13
TESS_ALL,All,0.32741205155005476,6.687713111602443e-14
TESS_ALL,All,0.3343782654128219,5.974027190423077e-14
TESS_ALL,All,0.34134447927558903,3.891100089006574e-13
TESS_ALL,All,0.34831069313835616,3.3674734006169337e-13
TESS_ALL,All,0.3552769070011233,3.674617716890728e-13
TESS_ALL,All,0.3622431208638904,5.856574596487011e-14
TESS_ALL,All,0.3692093347266575,1.114285322320318e-13
TESS_ALL,All,0.37617554858942465,3.601329259750814e-14
TESS_ALL,All,0.3831417624521918,1.9540562216740556e-13
TESS_ALL,All,0.3901079763149589,9.246277884336657e-14
TESS_ALL,All,0.397074190177726,9.774254028467806e-13
TESS_ALL,All,0.40404040404049313,4.965458704085732e-14
TESS_ALL,All,0.41100661790326026,2.9444376085117373e-13
TESS_ALL,All,0.4179728317660274,4.2311348076562147e-13
TESS_ALL,All,0.42493904562879453,8.729464590014399e-14
TESS_ALL,All,0.4319052594915616,3.0228059506355937e-13
TESS_ALL,All,0.43887147335432874,3.113145309199901e-13
TESS_ALL,All,0.4458376872170959,1.8104177770579643e-13
