Photometry,Sector,RV group,Time,Value
TESS_18_0,All,544.4,542.5218642222221,0.0017972102353997449
TESS_18_0,All,544.4,542.5288086666667,0.0098710082217176
TESS_18_0,All,544.4,542.535753111111,0.0005933724159400887
TESS_18_0,All,544.4,542.5426975555556,-0.009520793160817451
TESS_18_0,All,544.4,542.549642,-0.0015391417342468041
TESS_18_0,All,544.4,542.5565864444445,-0.002271222616679086
TESS_18_0,All,544.4,542.5635308888889,-0.00871682983143444
TESS_18_0,All,544.4,542.5704753333334,0.014970289677635572
TESS_18_0,All,544.4,542.5774197777778,-0.005496676347666659
TESS_18_0,All,544.4,542.5843642222223,0.032643946352700154
TESS_18_0,All,544.4,542.5913086666667,-0.006049974219179561
TESS_18_0,All,544.4,542.5982531111113,0.0009162974372304487
TESS_18_0,All,544.4,542.6051975555556,0.09951542560314064
TESS_18_0,All,544.4,544.5496420000036,-0.00011715561763585292
TESS_18_0,All,544.4,544.5565864444482,0.0026622549386746963
TESS_18_0,All,544.4,545.5218642222276,0.013622771120724065
TESS_18_0,All,544.4,546.4940864444516,0.0005971502824361703
TESS_18_0,All,544.4,546.5010308888961,0.011358092897182013
TESS_18_0,All,544.4,546.5079753333405,0.006493232888007625
TESS_18_0,All,544.4,546.514919777785,0.04254278092006378
TESS_18_0,All,544.4,546.528808666674,-0.014299668160503506
TESS_18_0,All,544.4,546.5357531111183,-0.005700037542165674
TESS_18_0,All,544.4,546.5426975555629,-0.0022218241637222413
TESS_18_0,All,544.4,546.5496420000072,-0.01198031824160017
TESS_18_0,All,544.4,546.5565864444518,-0.0267946865069556
TESS_18_0,All,544.4,546.5635308888961,-0.0031961534959879406
TESS_18_0,All,544.4,546.5704753333407,0.0050385150709246
TESS_18_0,All,544.4,546.577419777785,-0.03543548154324715
TESS_18_0,All,780.71,780.6945482222222,-0.005353697026426141
TESS_18_0,All,780.71,780.7014926666666,-0.007352703832144214
TESS_18_0,All,780.71,780.7084371111112,-0.024089436356206653
TESS_18_0,All,780.71,780.7153815555555,0.014965290395686375
TESS_18_0,All,780.71,780.7223260000001,0.012709636199765987
TESS_18_0,All,780.71,780.7292704444444,0.0065602562584357125
TESS_18_0,All,780.71,780.736214888889,0.001705321267395521
TESS_18_0,All,799.71,799.6754862222222,0.0033258336872437574
TESS_18_0,All,799.71,799.6824306666667,0.00280547766832292
TESS_18_0,All,799.71,799.6893751111111,0.005120683426136421
TESS_18_0,All,799.71,799.6963195555556,0.0012190240108272549
TESS_18_0,All,799.71,799.703264,-0.002081427708848199
TESS_18_0,All,799.71,799.7102084444446,0.016195565023026624
TESS_18_0,All,799.71,799.7171528888889,0.007749239901224297
TESS_18_0,All,799.71,799.7240973333335,-0.017004724479926174
TESS_18_0,All,799.71,799.7310417777778,0.011049953593280926
TESS_18_0,All,799.71,799.7379862222224,-0.013402473962445288
TESS_18_0,All,799.71,799.7449306666667,-0.005216617429191353
TESS_18_0,All,799.71,799.7518751111113,-0.011006098596451243
TESS_18_0,All,829.66,829.6265952222222,-0.011271500504492679
TESS_18_0,All,829.66,829.6335396666666,0.0016278420283926582
TESS_18_0,All,829.66,829.6404841111112,-0.0006878730046286537
TESS_18_0,All,829.66,829.6474285555555,-0.005712150838586887
TESS_18_0,All,829.66,829.6543730000001,0.03177969125926788
TESS_18_0,All,829.66,829.6613174444444,-0.030266205569477633
TESS_18_0,All,829.66,829.668261888889,0.020399909315096283
TESS_18_0,All,829.66,829.6752063333333,-0.00021336416265072913
TESS_18_0,All,829.66,829.6821507777779,-0.0051274999263012195
TESS_18_0,All,829.66,829.6890952222222,0.01318898713669644
TESS_18_0,All,829.66,829.6960396666668,-0.015986211062775032
TESS_18_0,All,829.66,829.7029841111112,0.0058629145117023345
TESS_18_0,All,829.66,829.7099285555557,-0.04502802169542243
TESS_18_0,All,851.32,847.6156552222221,0.004619780875785961
TESS_18_0,All,851.32,847.6225996666667,0.0037567006840161787
TESS_18_0,All,851.32,847.629544111111,0.01676459814706172
TESS_18_0,All,851.32,847.6364885555556,-0.00667817188155741
TESS_18_0,All,851.32,847.643433,0.014579752181479473
TESS_18_0,All,851.32,847.6503774444445,0.024793610850183313
TESS_18_0,All,851.32,847.6573218888889,-0.008911676001090921
TESS_18_0,All,851.32,847.6642663333334,0.020649149064648587
TESS_18_0,All,851.32,847.6712107777778,-0.015039937293161961
TESS_18_0,All,851.32,853.5878774444552,0.008105280937543867
TESS_18_0,All,851.32,853.5948218888998,-0.0005357390157306562
TESS_18_0,All,851.32,853.6017663333441,-0.008721895792305137
TESS_18_0,All,851.32,853.6087107777887,0.006246611393104141
TESS_18_0,All,851.32,853.615655222233,-0.006584968515623788
TESS_18_0,All,851.32,853.6225996666776,0.001642414279667879
TESS_18_0,All,851.32,853.629544111122,-0.014468973883620099
TESS_18_0,All,851.32,853.6364885555665,-0.00962630630703483
TESS_18_0,All,851.32,853.6434330000109,0.004774228996587235
TESS_18_0,All,851.32,853.6503774444554,-0.007196095895538633
TESS_18_0,All,851.32,853.6573218888998,-0.015962471322272367
TESS_18_0,All,851.32,853.6642663333444,0.0044875677687773495
TESS_18_0,All,851.32,853.6712107777887,-0.010654394591160177
TESS_18_0,All,913.54,913.4996842222222,-0.001530884655485007
TESS_18_0,All,913.54,913.5066286666668,0.015487906331711824
TESS_18_0,All,913.54,913.5135731111111,-0.02305889496103114
TESS_18_0,All,913.54,913.5205175555557,-0.014486308600826194
TESS_18_0,All,913.54,913.527462,-0.008268794785692025
TESS_18_0,All,913.54,913.5344064444446,-0.0038925028777687387
TESS_18_0,All,913.54,913.5413508888889,-0.01586246009492076
TESS_18_0,All,913.54,913.5482953333335,-0.006819924844817682
TESS_18_0,All,913.54,913.5552397777778,0.023551051064748897
TESS_18_0,All,913.54,913.5621842222224,-0.008694261877793196
TESS_18_0,All,913.54,913.5691286666668,0.026262785064059702
TESS_18_0,All,913.54,913.5760731111113,0.024327369205039206
TESS_18_0,All,913.54,913.5830175555557,0.002875026616631554
TESS_18_0,All,1131.79,1131.7237292222221,-0.003872632059753711
TESS_18_0,All,1131.79,1131.7306736666665,-0.0065782466953456685
TESS_18_0,All,1131.79,1131.7376181111108,-0.009536969082822578
TESS_18_0,All,1131.79,1131.7445625555551,-0.008133471191589137
TESS_18_0,All,1131.79,1131.7515069999995,0.01705029826460697
TESS_18_0,All,1131.79,1131.7584514444438,-0.015702084328545512
TESS_18_0,All,1131.79,1131.841784777776,0.002605574352408685
TESS_18_0,All,1131.79,1131.8487292222203,0.00602093322170248
TESS_18_0,All,1131.79,1131.8556736666646,-0.002118779798476558
TESS_18_0,All,1131.79,1131.862618111109,0.0017688846049705553
TESS_18_0,All,1131.79,1131.8695625555533,-0.014159081905567437
TESS_18_0,All,1131.79,1131.8765069999977,0.017265427595228297
TESS_18_0,All,1170.7,1170.6762102222222,0.0018267094929161115
TESS_18_0,All,1170.7,1170.6831546666665,0.0007086801687498553
TESS_18_0,All,1170.7,1170.6900991111108,0.007782740549582874
TESS_18_0,All,1170.7,1170.6970435555552,-0.014367118913293836
TESS_18_0,All,1170.7,1170.7039879999995,-0.013985174935017178
TESS_18_0,All,1170.7,1170.7109324444439,0.008967252742945067
TESS_18_0,All,1170.7,1170.7178768888882,-0.0005283431215018
TESS_18_0,All,1170.7,1170.7248213333326,0.006494807499928887
TESS_18_0,All,1170.7,1170.731765777777,-0.009670254643543022
TESS_18_0,All,1519.79,1519.758497222222,0.01576699162615563
TESS_18_0,All,1519.79,1519.7654416666664,-0.003521731443083054
TESS_18_0,All,1519.79,1519.7723861111108,-0.024086042889104063
TESS_18_0,All,1519.79,1519.7793305555551,0.0020309731296783732
TESS_18_0,All,1519.79,1519.7862749999995,0.0018298713816661705
TESS_18_0,All,1519.79,1519.7932194444438,0.012989903930779608
TESS_18_0,All,1519.79,1519.8001638888882,-0.005117474828819882
TESS_18_0,All,1519.79,1519.8071083333325,-0.008943386485838856
TESS_18_0,All,1519.79,1519.8140527777769,0.01212145095522627
TESS_18_0,All,1519.79,1519.8209972222212,0.0142191741514591
TESS_18_0,All,1519.79,1519.8279416666655,-0.010958423443389634
TESS_18_0,All,1519.79,1519.8348861111099,0.023595455211806064
TESS_18_0,All,1566.7,1565.636485222222,0.008899052329750337
TESS_18_0,All,1566.7,1565.6434296666664,-0.009856340209750014
TESS_18_0,All,1566.7,1565.6503741111108,-0.01193903109967018
TESS_18_0,All,1566.7,1565.657318555555,-0.002796043103833791
TESS_18_0,All,1566.7,1565.6642629999994,-0.017662686716666987
TESS_18_0,All,1566.7,1565.6712074444438,0.0033007500536357008
TESS_18_0,All,1566.7,1565.6781518888881,0.004518493442435212
TESS_18_0,All,1566.7,1565.6850963333325,-0.019007444474881473
