Photometry,Sector,Frequency,PSD
TESS_ALL,All,0.0,2.253302017285675e-30
TESS_ALL,All,0.007153679922605901,1.411434764123753e-11
TESS_ALL,All,0.014307359845211802,1.7883767487899758e-09
TESS_ALL,All,0.021461039767817703,1.3299338686308652e-09
TESS_ALL,All,0.028614719690423604,8.200530538943013e-10
TESS_ALL,All,0.03576839961302951,3.729432997123734e-09
TESS_ALL,All,0.042922079535635406,2.949101673767327e-09
TESS_ALL,All,0.050075759458241303,1.2005627310324738e-09
TESS_ALL,All,0.05722943938084721,1.3047870115450753e-10
TESS_ALL,All,0.06438311930345311,5.42078075190893e-10
TESS_ALL,All,0.07153679922605902,1.1825760265092769e-09
TESS_ALL,All,0.07869047914866491,2.329406623576e-08
TESS_ALL,All,0.08584415907127081,1.3661554688157873e-08
TESS_ALL,All,0.09299783899387672,1.962821815018985e-09
TESS_ALL,All,0.10015151891648261,4.202260640125669e-08
TESS_ALL,All,0.10730519883908851,1.8837922188419387e-08
TESS_ALL,All,0.11445887876169442,3.851494763116125e-08
TESS_ALL,All,0.12161255868430032,3.324947022294772e-08
TESS_ALL,All,0.12876623860690622,2.93545604268041e-08
TESS_ALL,All,0.13591991852951213,6.849547619374497e-09
TESS_ALL,All,0.14307359845211803,9.342851365057099e-08
TESS_ALL,All,0.1502272783747239,7.719433076785792e-09
TESS_ALL,All,0.15738095829732981,4.732842943446717e-08
TESS_ALL,All,0.16453463821993572,2.9578690614588316e-08
TESS_ALL,All,0.17168831814254162,3.262061943912556e-08
TESS_ALL,All,0.17884199806514753,3.431313592600513e-08
TESS_ALL,All,0.18599567798775343,6.579320893533025e-08
TESS_ALL,All,0.19314935791035934,6.948590187758488e-09
TESS_ALL,All,0.20030303783296521,1.8480166084753434e-07
TESS_ALL,All,0.20745671775557112,5.332434964747801e-09
TESS_ALL,All,0.21461039767817702,6.376937843524077e-08
TESS_ALL,All,0.22176407760078293,7.917694451200798e-08
TESS_ALL,All,0.22891775752338883,4.3438889520877164e-08
TESS_ALL,All,0.23607143744599474,3.097665855472228e-08
TESS_ALL,All,0.24322511736860064,7.174772658518325e-08
TESS_ALL,All,0.25037879729120655,2.0409429835270335e-08
TESS_ALL,All,0.25753247721381245,2.4719591377944524e-08
TESS_ALL,All,0.26468615713641835,1.5201046489380505e-08
TESS_ALL,All,0.27183983705902426,2.7135217750786725e-08
TESS_ALL,All,0.27899351698163016,4.279490360302183e-08
TESS_ALL,All,0.28614719690423607,5.29217924614409e-09
TESS_ALL,All,0.2933008768268419,1.0088271060743214e-08
TESS_ALL,All,0.3004545567494478,3.339231598635203e-08
TESS_ALL,All,0.3076082366720537,4.247372916042144e-08
TESS_ALL,All,0.31476191659465963,2.86556797741978e-08
TESS_ALL,All,0.32191559651726553,3.092852377259095e-08
TESS_ALL,All,0.32906927643987144,2.5680950345003892e-08
TESS_ALL,All,0.33622295636247734,4.344685593807147e-09
TESS_ALL,All,0.34337663628508325,8.952722841637662e-09
