Photometry,Sector,Time,Value
TESS_18_0,All,1410.9535242458917,96.36440664207784
TESS_18_0,All,1411.0535242458916,-381.4999998612067
TESS_18_0,All,1411.1535242458915,-1665.7499995849923
TESS_18_0,All,1411.2535242458914,-3023.368054835604
TESS_18_0,All,1411.3535242458913,-3857.840276819188
TESS_18_0,All,1411.4535242458912,-1875.9791661886266
TESS_18_0,All,1411.5535242458911,-4111.770832357592
TESS_18_0,All,1411.653524245891,-5237.951387582243
TESS_18_0,All,1411.753524245891,-4915.562498801271
TESS_18_0,All,1411.8535242458909,-5561.944443101322
TESS_18_0,All,1411.9535242458908,-6425.805553950176
TESS_18_0,All,1412.0535242458907,-6386.0694429302175
TESS_18_0,All,1412.1535242458906,-5437.645831959012
TESS_18_0,All,1412.2535242458905,-3661.1269832909816
TESS_18_0,All,1412.3535242458904,-5571.4999986501
TESS_18_0,All,1412.4535242458903,-4254.79861004855
TESS_18_0,All,1412.5535242458902,-5112.333332110869
TESS_18_0,All,1412.6535242458901,-4178.833332309137
TESS_18_0,All,1412.75352424589,-5105.373238180095
TESS_18_0,All,1412.85352424589,-5403.0972209408255
TESS_18_0,All,1412.9535242458899,-4137.909721203523
TESS_18_0,All,1413.0535242458898,-3898.263887932925
TESS_18_0,All,1413.1535242458897,-5167.437498738174
TESS_18_0,All,1413.2535242458896,-3457.2711857215863
TESS_18_0,All,1413.3535242458895,-1331.895832975214
TESS_18_0,All,1413.4535242458894,-2064.4722217412586
TESS_18_0,All,1413.5535242458893,-1233.9166663290493
TESS_18_0,All,1413.6535242458892,-1459.0416663415058
TESS_18_0,All,1413.7535242458891,-980.2916664225567
TESS_18_0,All,1413.853524245889,-428.6458331823556
TESS_18_0,All,1413.953524245889,120.02542372726661
TESS_18_0,All,1414.0535242458889,630.5845069360959
TESS_18_0,All,1414.1535242458888,-196.00714280202186
TESS_18_0,All,1414.2535242458887,-686.0138887353759
TESS_18_0,All,1414.3535242458886,525.7986110190008
TESS_18_0,All,1414.4535242458885,545.2999998410232
TESS_18_0,All,1414.5535242458884,155.5902777526709
TESS_18_0,All,1414.6535242458883,597.7569443014864
TESS_18_0,All,1414.7535242458882,566.6597220571194
TESS_18_0,All,1414.8535242458881,-254.98611105466262
TESS_18_0,All,1414.953524245888,1564.8098587809184
TESS_18_0,All,1415.053524245888,1422.5208329719671
TESS_18_0,All,1415.1535242458879,-68.86111110551025
TESS_18_0,All,1415.2535242458878,529.3263887908543
TESS_18_0,All,1415.3535242458877,1092.319444143084
TESS_18_0,All,1415.4535242458876,329.18749998225314
TESS_18_0,All,1415.5535242458875,-678.0416665355572
TESS_18_0,All,1415.6535242458874,187.81944442162705
TESS_18_0,All,1415.7535242458873,571.083333228456
TESS_18_0,All,1415.8535242458872,-570.7499999073981
TESS_18_0,All,1415.9535242458871,-61.97916661625883
TESS_18_0,All,1416.053524245887,-435.3611110195699
TESS_18_0,All,1416.153524245887,195.9166666112659
TESS_18_0,All,1416.2535242458869,116.98611110426847
TESS_18_0,All,1416.3535242458868,-1125.2083330804921
TESS_18_0,All,1416.4535242458867,312.9791666101923
TESS_18_0,All,1416.5535242458866,-624.0208331566278
TESS_18_0,All,1416.6535242458865,-1413.0555552311707
TESS_18_0,All,1416.7535242458864,-1228.4722219362156
TESS_18_0,All,1416.8535242458863,-875.0277775527081
TESS_18_0,All,1416.9535242458862,1016.0517239737613
TESS_18_0,All,1417.0535242458861,4383.180326872078
TESS_18_0,All,1417.153524245886,2377.476562036667
TESS_18_0,All,1417.253524245886,1912.5579705114571
TESS_18_0,All,1417.3535242458859,3119.225351422881
TESS_18_0,All,1417.4535242458858,2298.465277177799
TESS_18_0,All,1417.5535242458857,1130.5347219796645
TESS_18_0,All,1417.6535242458856,1512.6249996715924
TESS_18_0,All,1417.7535242458855,1522.319444043329
TESS_18_0,All,1417.8535242458854,2492.6041660890914
TESS_18_0,All,1417.9535242458853,1736.4236106563799
TESS_18_0,All,1418.0535242458852,1612.3541662783182
TESS_18_0,All,1418.1535242458851,2155.6944439443114
TESS_18_0,All,1418.253524245885,809.6249997817989
TESS_18_0,All,1418.353524245885,1539.7708329604163
TESS_18_0,All,1418.4535242458849,-580.4516127819286
TESS_18_0,All,1421.2535242458823,-19495.07030735686
TESS_18_0,All,1421.3535242458822,-13818.541663109558
